date,locale_name,locale_address,start_time,end_time,source_url,source_read_time
Wed Feb 10 2021,Giant Tiger Lower Sackville,"720 Sackville Drive, Lower Sackville",3:30 p.m.,5:30 p.m.,https://www.nshealth.ca/news/potential-exposure-covid-19-two-locations-central-zone-0,"Wed, 17 Feb 2021 00:52:41 GMT"
