date,locale_name,locale_address,start_time,end_time,source_url,source_read_time
Sun Nov 28 2021,Walmart,"140 Wade Rd, Truro",12:30 p.m.,3:00 p.m.,https://www.nshealth.ca/news/potential-exposure-covid-19-2-locations-northern-zone-and-2-separate-flights,"Fri, 04 Dec 2020 00:58:58 GMT"
Sun Nov 28 2021,Foodland,"2295 Nova Scotia Trunk 2, Milford",2:00 p.m.,3:30 p.m.,https://www.nshealth.ca/news/potential-exposure-covid-19-2-locations-northern-zone-and-2-separate-flights,"Fri, 04 Dec 2020 00:58:58 GMT"
