date,locale_name,locale_address,start_time,end_time,source_url,source_read_time
Sat Nov 20 2021,Stillwell,"1672 Barrington St, Halifax",6 p.m.,12:30 a.m.,https://www.nshealth.ca/news/potential-exposure-covid-19-locations-across-halifax-0,"Fri, 27 Nov 2020 03:57:49 GMT"
Sat Nov 20 2021,Bearly’s House of Blues and Ribs,"1269 Barrington St, Halifax",8:30 p.m.,2 a.m.,https://www.nshealth.ca/news/potential-exposure-covid-19-locations-across-halifax-0,"Fri, 27 Nov 2020 03:57:49 GMT"
Sun Nov 21 2021,Highwayman,"1673 Barrington St, Halifax",7:30 p.m.,12 a.m.,https://www.nshealth.ca/news/potential-exposure-covid-19-locations-across-halifax-0,"Fri, 27 Nov 2020 03:57:49 GMT"
Sun Nov 21 2021,Gahan House,"5239 Sackville St, Halifax",2:30 p.m.,4:30 p.m.,https://www.nshealth.ca/news/potential-exposure-covid-19-locations-across-halifax-0,"Fri, 27 Nov 2020 03:57:49 GMT"
Sun Nov 21 2021,Princess Nails,"1475 Bedford Highway, Bedford",4 p.m.,6:30 p.m.,https://www.nshealth.ca/news/potential-exposure-covid-19-locations-across-halifax-0,"Fri, 27 Nov 2020 03:57:49 GMT"
Sat Nov 20 2021,Boston Pizza Dartmouth Crossing,"111 Shubie Dr, Dartmouth",6:30 p.m.,8:30 p.m.,https://www.nshealth.ca/news/potential-exposure-covid-19-locations-across-halifax-0,"Fri, 27 Nov 2020 03:57:49 GMT"
Mon Nov 22 2021,Boston Pizza Dartmouth Crossing,"111 Shubie Dr, Dartmouth",1:30 p.m.,3:30 p.m.,https://www.nshealth.ca/news/potential-exposure-covid-19-locations-across-halifax-0,"Fri, 27 Nov 2020 03:57:49 GMT"
